,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1806.CFE,IC1804.CFE,IC1805.CFE,IC1809.CFE
2015-04-16,6643.0,856.0,,,215.0,,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,9144.0,1352.0,,,298.0,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,10706.0,1491.0,,,343.0,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,16732.0,1761.0,,,401.0,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,14854.0,1718.0,,,423.0,,,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,14805.0,1761.0,,,464.0,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,14603.0,2235.0,,,384.0,,,893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,15187.0,2596.0,,,608.0,,,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,15900.0,2753.0,,,607.0,,,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,17677.0,2889.0,,,690.0,,,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,16354.0,3046.0,,,711.0,,,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,16271.0,3328.0,,,764.0,,,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,15884.0,3923.0,,,841.0,,,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,15456.0,4019.0,,,845.0,,,1005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,15127.0,4074.0,,,827.0,,,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,16258.0,4183.0,,,1126.0,,,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,16314.0,5421.0,,,1395.0,,,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,14671.0,11079.0,,,1486.0,,,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,14624.0,16503.0,,,1931.0,,,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,8971.0,23309.0,,,2273.0,,,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,0.0,28064.0,,,1979.0,,,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,0.0,32183.0,490.0,,2156.0,,,1475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,0.0,33556.0,620.0,,2468.0,,,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,0.0,35302.0,846.0,,2407.0,,,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,0.0,38615.0,848.0,,2598.0,,,1901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,0.0,37707.0,1114.0,,2482.0,,,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,0.0,39837.0,1059.0,,2514.0,,,1888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,0.0,40848.0,1211.0,,2717.0,,,2078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,0.0,42800.0,2344.0,,3404.0,,,2053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,0.0,40149.0,4345.0,,4368.0,,,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,0.0,40059.0,5250.0,,4785.0,,,3040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,0.0,45365.0,5923.0,,5671.0,,,3110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,0.0,44075.0,6404.0,,5968.0,,,3044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,0.0,44367.0,6731.0,,6544.0,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,0.0,35808.0,8649.0,,5941.0,,,3148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,0.0,33977.0,8723.0,,5399.0,,,3126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,0.0,31732.0,9489.0,,6069.0,,,3194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,0.0,31957.0,9096.0,,6226.0,,,3258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,0.0,34462.0,8043.0,,6324.0,,,3273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,0.0,33448.0,8576.0,,6368.0,,,3337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,0.0,29351.0,9005.0,,6395.0,,,3241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,0.0,27571.0,15112.0,,6938.0,,,3287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,0.0,20877.0,17686.0,,6825.0,,,3253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,0.0,15555.0,23260.0,,6957.0,,,3372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,0.0,6808.0,31846.0,,7296.0,,,3352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,0.0,0.0,31879.0,,7202.0,,,3379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,0.0,0.0,34580.0,176.0,6893.0,,,3529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,0.0,0.0,30433.0,249.0,6719.0,,,3609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,0.0,0.0,29295.0,393.0,7110.0,,,3705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,0.0,0.0,31210.0,472.0,6806.0,,,3976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,0.0,0.0,26304.0,730.0,4132.0,,,3594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.0,0.0,25361.0,714.0,3659.0,,,3339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,0.0,0.0,24877.0,767.0,4186.0,,,2768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,0.0,0.0,20707.0,779.0,3718.0,,,2774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,0.0,0.0,24505.0,908.0,2900.0,,,2742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,0.0,0.0,23966.0,833.0,3017.0,,,2532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,0.0,0.0,22106.0,807.0,2678.0,,,2295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,0.0,0.0,15144.0,824.0,2408.0,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,0.0,0.0,13333.0,776.0,2366.0,,,1876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,0.0,0.0,11715.0,798.0,2606.0,,,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,0.0,0.0,10281.0,2128.0,4307.0,,,1808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,0.0,0.0,6837.0,4118.0,4258.0,,,1779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,0.0,0.0,5579.0,6569.0,4221.0,,,1782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,0.0,0.0,1828.0,8451.0,4260.0,,,1806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,0.0,0.0,0.0,10762.0,5404.0,,,1882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,0.0,0.0,0.0,11187.0,5058.0,,,1882.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,0.0,0.0,0.0,9804.0,4307.0,,,1868.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,0.0,0.0,0.0,10619.0,4167.0,,,1867.0,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,0.0,0.0,0.0,11372.0,4399.0,,,1927.0,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,0.0,0.0,0.0,11838.0,4453.0,,,1938.0,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,0.0,0.0,0.0,12095.0,4649.0,,,2086.0,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,0.0,0.0,0.0,11401.0,4695.0,,,1942.0,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,0.0,0.0,0.0,11127.0,4672.0,,,1967.0,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,0.0,0.0,0.0,11345.0,4493.0,,,2071.0,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,0.0,0.0,0.0,10625.0,4526.0,,,2056.0,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,0.0,0.0,0.0,11396.0,4522.0,,,2042.0,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,0.0,0.0,0.0,11310.0,4955.0,,,2106.0,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,0.0,0.0,0.0,10723.0,5085.0,,,2101.0,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,0.0,0.0,0.0,11038.0,5225.0,,,2102.0,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,0.0,0.0,0.0,11483.0,5385.0,,,1912.0,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,0.0,0.0,0.0,12475.0,5501.0,,,2023.0,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,0.0,0.0,0.0,11063.0,5739.0,,,2071.0,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,0.0,0.0,0.0,10608.0,5979.0,,,2104.0,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,0.0,0.0,0.0,11158.0,6040.0,,,2117.0,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,0.0,0.0,0.0,10775.0,6363.0,,,2099.0,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,0.0,0.0,0.0,10505.0,7987.0,,,2164.0,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,0.0,0.0,0.0,8469.0,8651.0,,,2161.0,,,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,0.0,0.0,0.0,5614.0,11786.0,,,2327.0,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,0.0,0.0,0.0,3146.0,14151.0,,,2353.0,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,0.0,0.0,0.0,0.0,13814.0,,,2411.0,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,0.0,0.0,0.0,0.0,15574.0,338.0,,2734.0,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,0.0,0.0,0.0,0.0,15352.0,868.0,,2782.0,,,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,0.0,0.0,0.0,0.0,15626.0,1344.0,,2713.0,,,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,0.0,0.0,0.0,0.0,15306.0,1011.0,,2829.0,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,0.0,0.0,0.0,0.0,15107.0,885.0,,2700.0,,,590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,0.0,0.0,0.0,0.0,13352.0,719.0,,2644.0,,,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,14164.0,1108.0,,2900.0,,,649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,0.0,0.0,0.0,0.0,14495.0,1443.0,,3113.0,,,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,0.0,0.0,0.0,0.0,11072.0,1327.0,,2784.0,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,0.0,0.0,0.0,0.0,9509.0,1414.0,,2604.0,,,670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,0.0,0.0,0.0,0.0,9401.0,1636.0,,2545.0,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,0.0,0.0,0.0,0.0,9113.0,1837.0,,2615.0,,,647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,0.0,0.0,0.0,0.0,8907.0,2101.0,,2612.0,,,646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,0.0,0.0,0.0,0.0,7599.0,2453.0,,2626.0,,,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,0.0,0.0,0.0,0.0,6912.0,3255.0,,2699.0,,,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,0.0,0.0,0.0,0.0,5599.0,4528.0,,2750.0,,,703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,0.0,0.0,0.0,0.0,3636.0,6170.0,,2800.0,,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,0.0,0.0,0.0,0.0,0.0,7371.0,,2908.0,,,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,0.0,0.0,0.0,0.0,0.0,8588.0,230.0,2982.0,,,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,0.0,0.0,0.0,0.0,0.0,8743.0,222.0,3089.0,,,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,0.0,0.0,0.0,0.0,0.0,9004.0,298.0,3233.0,,,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,0.0,0.0,0.0,0.0,0.0,9329.0,316.0,3308.0,,,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,0.0,0.0,0.0,0.0,0.0,8974.0,365.0,3372.0,,,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,0.0,0.0,0.0,0.0,0.0,9251.0,367.0,3510.0,,,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,0.0,0.0,0.0,0.0,0.0,9170.0,379.0,3550.0,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,0.0,0.0,0.0,0.0,0.0,8796.0,396.0,3608.0,,,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,0.0,0.0,0.0,0.0,0.0,9007.0,524.0,3616.0,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,0.0,0.0,0.0,0.0,0.0,8901.0,638.0,3795.0,,,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,0.0,0.0,0.0,0.0,0.0,8977.0,1155.0,3972.0,,,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,0.0,0.0,0.0,0.0,0.0,8048.0,1603.0,4098.0,,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,0.0,0.0,0.0,0.0,0.0,6782.0,2391.0,4121.0,,,797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,0.0,0.0,0.0,0.0,0.0,4445.0,5061.0,4386.0,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,0.0,0.0,0.0,0.0,0.0,0.0,7443.0,4639.0,,,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,0.0,0.0,0.0,0.0,0.0,0.0,8196.0,4697.0,,,869.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,0.0,0.0,0.0,0.0,0.0,0.0,8956.0,4842.0,,,868.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,0.0,0.0,0.0,0.0,0.0,0.0,9261.0,4824.0,,,905.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,0.0,0.0,0.0,0.0,0.0,0.0,9983.0,5040.0,,,910.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,0.0,0.0,0.0,0.0,0.0,0.0,10045.0,5095.0,,,895.0,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,0.0,0.0,0.0,0.0,0.0,0.0,10328.0,5199.0,,,937.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,0.0,0.0,0.0,0.0,0.0,0.0,10853.0,5258.0,,,925.0,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,0.0,0.0,0.0,0.0,0.0,0.0,10741.0,5303.0,,,930.0,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,11261.0,5396.0,,,924.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,11732.0,5276.0,,,937.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,0.0,0.0,0.0,0.0,0.0,0.0,12019.0,5271.0,,,951.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,0.0,0.0,0.0,0.0,0.0,0.0,11972.0,5218.0,,,951.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,0.0,0.0,0.0,0.0,0.0,0.0,12299.0,5166.0,,,917.0,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,0.0,0.0,0.0,0.0,0.0,0.0,11270.0,4965.0,,,913.0,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,0.0,0.0,0.0,0.0,0.0,0.0,11479.0,5092.0,,,903.0,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,0.0,0.0,0.0,0.0,0.0,0.0,11298.0,5232.0,,,979.0,,,141.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,10651.0,5399.0,,,1004.0,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,10705.0,5654.0,,,1009.0,,,187.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,10313.0,5879.0,,,1032.0,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,0.0,0.0,0.0,0.0,0.0,0.0,10101.0,6233.0,,,1042.0,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,0.0,0.0,0.0,0.0,0.0,0.0,9544.0,6957.0,,,1060.0,,,205.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,0.0,0.0,0.0,0.0,0.0,0.0,7899.0,7804.0,,,1076.0,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,0.0,0.0,0.0,0.0,0.0,0.0,6295.0,9291.0,,,1110.0,,,216.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,0.0,0.0,0.0,0.0,0.0,0.0,4034.0,11576.0,,,1116.0,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12890.0,,,1213.0,,,223.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,325.0,,1313.0,,,238.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14422.0,333.0,,1294.0,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14962.0,455.0,,1286.0,,,275.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14985.0,475.0,,1343.0,,,285.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14526.0,707.0,,1375.0,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15403.0,785.0,,1410.0,,,334.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15420.0,882.0,,1431.0,,,341.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15847.0,1010.0,,1484.0,,,374.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15908.0,1093.0,,1547.0,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15423.0,1193.0,,1550.0,,,403.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15365.0,1392.0,,1548.0,,,414.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15375.0,1554.0,,1580.0,,,435.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15264.0,1831.0,,1636.0,,,458.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14719.0,2143.0,,1685.0,,,491.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13989.0,2589.0,,1737.0,,,509.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12249.0,3618.0,,1677.0,,,521.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10390.0,4583.0,,1641.0,,,536.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8545.0,6052.0,,1707.0,,,553.0,,,,,,,,,,,,,,,,,,,,,,,,,
